Title,Link,Review,Reviews_Clean,Polarity_Score,sentiment_female lead,sentiment_FL,sentiment_second female lead,sentiment_male lead,sentiment_ML,sentiment_second male lead,sentiment_cast,sentiment_main leads,sentiment_ensemble cast,sentiment_couple,sentiment_side couples,sentiment_plot,sentiment_story,sentiment_beginning,sentiment_ending,sentiment_romance,sentiment_acting,sentiment_kiss,romance,kiss,steamy,comedy,melodrama,wholesome,sad,slow burn,tropey,action,OST,bingeworthy,top,bad
The Red Sleeve,https://mydramalist.com/61399-dress-sleeved-red,It’s hard to describe my feelings after this drama. The show was so tragic. It was so hard to see the FL give up her freedom in exchange for love when the king could not fully love her. Then again he chose in the end to be with her in death for eternity rather than continue living as king. I agree that it would have been satisfying to have an ending where she is free and with her friends but somehow this ending feels more complex - she did love him as a person but not as the king and in the end he chose her over being the king but only could in death bc he was trapped just as much as she was. DAMN. Just so complex and so many emotions. Junho is AMAZING and the first half of this show is so pure and great before all the tragedy sinks in. Best historical drama I’ve ever watched. Rated it higher after watching the behind the scenes bc the cast has so much chemistry and I love it.,"['hard', 'describe', 'feeling', 'drama', 'show', 'tragic', 'hard', 'see', 'fl', 'give', 'freedom', 'exchange', 'love', 'king', 'could', 'fully', 'love', 'chose', 'end', 'death', 'eternity', 'rather', 'continue', 'living', 'king', 'agree', 'would', 'satisfying', 'ending', 'free', 'friend', 'somehow', 'ending', 'feel', 'complex', 'love', 'person', 'king', 'end', 'chose', 'king', 'could', 'death', 'bc', 'trapped', 'much', 'damn', 'complex', 'many', 'emotion', 'junho', 'amazing', 'first', 'half', 'show', 'pure', 'great', 'tragedy', 'sink', 'best', 'historical', 'drama', 'ive', 'ever', 'watched', 'rated', 'higher', 'watching', 'behind', 'scene', 'bc', 'cast', 'much', 'chemistry', 'love']",0.1708994708994709,,-0.09831349206349206,,,,,0.2532857142857143,,,,,,,,0.11978458049886621,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0
The Story of Park's Marriage Contract,https://mydramalist.com/747725-park-s-contract-marriage-story,"started off SO STRONG but then kind of lost me at the end. the twist of the grandpa being the real villain was kinda good, but then the random guy who had a grudge against the grandpa was so unnecessary and not fleshed out enough. MLs had great chemistry and theres lots of good kiss and cute couple scenes. the second couple/sidekicks are also good. some characters like the aunt felt entirely unnecessary. feel like it would have been stronger if it had been 14 or 16 episodes, but still overall a fun and bingeable watch.","['started', 'strong', 'kind', 'lost', 'end', 'twist', 'grandpa', 'real', 'villain', 'kinda', 'good', 'random', 'guy', 'grudge', 'grandpa', 'unnecessary', 'fleshed', 'enough', 'ml', 'great', 'chemistry', 'there', 'lot', 'good', 'kiss', 'cute', 'couple', 'scene', 'second', 'couplesidekicks', 'also', 'good', 'character', 'like', 'aunt', 'felt', 'entirely', 'unnecessary', 'feel', 'like', 'would', 'stronger', '14', '16', 'episode', 'still', 'overall', 'fun', 'bingeable', 'watch']",0.24222222222222223,,0.23055555555555557,,,0.2363095238095238,,,,,0.21166666666666667,,,,,,,,0.2324074074074074,1,1,0,0,0,0,0,0,0,1,0,1,0,0
Thirty but Seventeen,https://mydramalist.com/28327-thirty-but-seventeen,"An older drama that can be a bit cheesy but is over a super solid. Funny, cute romance, great cast, interesting plot (tho a bit tropey). This FL is great in everything I’ve seen her in. ML is forgettable and not that cute but their chemistry worked. Ahn  Hyeoseop is in it and he’s super young but MAN does he look different than he does in a business proposal lol.","['older', 'drama', 'bit', 'cheesy', 'super', 'solid', 'funny', 'cute', 'romance', 'great', 'cast', 'interesting', 'plot', 'tho', 'bit', 'tropey', 'fl', 'great', 'everything', 'ive', 'seen', 'ml', 'forgettable', 'cute', 'chemistry', 'worked', 'ahn', 'hyeoseop', 'he', 'super', 'young', 'man', 'look', 'different', 'business', 'proposal', 'lol']",0.2722222222222222,,0.2733630952380952,,,0.2611111111111111,,0.26904761904761904,,,,,0.2733630952380952,,,,0.24768518518518523,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0
To My Star,https://mydramalist.com/680749-to-my-star,Cute but way too short. Wanted more cute couple moments. Love the bed kiss scene at the end tho - was def less chaste than other bl dramas I’ve seen so far.,"['cute', 'way', 'short', 'wanted', 'cute', 'couple', 'moment', 'love', 'bed', 'kiss', 'scene', 'end', 'tho', 'def', 'less', 'chaste', 'bl', 'drama', 'ive', 'seen', 'far']",0.22604166666666667,,,,,,,,,,0.22604166666666667,,,,,,,,0.16805555555555557,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Tomorrow with You,https://mydramalist.com/18882-tomorrow-with-you,"Plot dragged a little and could be kind of convoluted but was also interesting and did keep you guessing. Chemistry is great and the relationship is very realistic. Good mix of scifi, romance, and suspense. Overall a good watch.","['plot', 'dragged', 'little', 'could', 'kind', 'convoluted', 'also', 'interesting', 'keep', 'guessing', 'chemistry', 'great', 'relationship', 'realistic', 'good', 'mix', 'scifi', 'romance', 'suspense', 'overall', 'good', 'watch']",0.4161458333333333,,,,,,,,,,,,0.20807291666666666,,,,0.3940972222222222,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Touch Your Heart,https://mydramalist.com/30817-touch-your-heart,"Super cute, fairly uncomplicated romcom. Cute pairing of the leads and good chemistry. Funny ensemble cast - loved the other lawyers in the firm.","['super', 'cute', 'fairly', 'uncomplicated', 'romcom', 'cute', 'pairing', 'lead', 'good', 'chemistry', 'funny', 'ensemble', 'cast', 'loved', 'lawyer', 'firm']",0.3731481481481482,,,,,,,0.3111111111111111,,0.3111111111111111,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True Beauty,https://mydramalist.com/38627-true-beauty,Finally a drama where I actually LIKED the love triangle and both male leads!! Acting was great and the cast is so funny. Loved the music too. Nothing too deep here but just such a fun and cute drama. Best high school drama I’ve watched,"['finally', 'drama', 'actually', 'liked', 'love', 'triangle', 'male', 'lead', 'acting', 'great', 'cast', 'funny', 'loved', 'music', 'nothing', 'deep', 'fun', 'cute', 'drama', 'best', 'high', 'school', 'drama', 'ive', 'watched']",0.3435714285714286,,,,0.36883333333333335,,,0.34020833333333333,,,,,,,,,,0.3436111111111111,,1,0,0,1,1,0,0,0,0,0,1,0,0,0
True to Love,https://mydramalist.com/725573-i-m-serious-about-dating,"this started promising. the concept was interesting, and the first few episodes were a bit slow but decent. but then it got boring. then it picked up again in the middle and had some cute moments with the main couple. the ML is so cute (esp when he smiles) so i was pretty invested for a bit but then they did the whole miscommunication trope that annoyed me. it took a million eps for the leads to confess to liking each other which was just frustrating. also all the side couples were weird. the married couple was boring and felt like an odd match. the boss and the girl at work had a big age difference that felt a bit creepy. the sister seemed to be in her early or mid twenties but acted and was treated like a child, and her boyf was low key a bit stalkery at first. also he was not cute and their relationship was not that deep yet ended in a pregnancy and marriage which was weird. overall a below avg drama with a few bright spots.","['started', 'promising', 'concept', 'interesting', 'first', 'episode', 'bit', 'slow', 'decent', 'got', 'boring', 'picked', 'middle', 'cute', 'moment', 'main', 'couple', 'ml', 'cute', 'esp', 'smile', 'pretty', 'invested', 'bit', 'whole', 'miscommunication', 'trope', 'annoyed', 'took', 'million', 'eps', 'lead', 'confess', 'liking', 'frustrating', 'also', 'side', 'couple', 'weird', 'married', 'couple', 'boring', 'felt', 'like', 'odd', 'match', 'bos', 'girl', 'work', 'big', 'age', 'difference', 'felt', 'bit', 'creepy', 'sister', 'seemed', 'early', 'mid', 'twenty', 'acted', 'treated', 'like', 'child', 'boyf', 'low', 'key', 'bit', 'stalkery', 'first', 'also', 'cute', 'relationship', 'deep', 'yet', 'ended', 'pregnancy', 'marriage', 'weird', 'overall', 'avg', 'drama', 'bright', 'spot']",-0.04570707070707072,,,,,-0.024782608695652186,,,,,-0.024782608695652186,-0.04379595588235294,,,,,,,,1,0,0,0,1,0,0,1,1,0,0,0,0,0
Twenty-Five Twenty-One,https://mydramalist.com/695149-twenty-five-twenty-one,Would have been a 10/10 drama if not for the ending. The breakup didn’t make sense for their characters. They were such a unique and strong couple out of any kdrama I’d ever seen and then to have them break up just bc of long distance fell completely flat. Side characters in this show are amazing I loved them all. Also the music and costumes were great.,"['would', '1010', 'drama', 'ending', 'breakup', 'didnt', 'make', 'sense', 'character', 'unique', 'strong', 'couple', 'kdrama', 'id', 'ever', 'seen', 'break', 'bc', 'long', 'distance', 'fell', 'completely', 'flat', 'side', 'character', 'show', 'amazing', 'loved', 'also', 'music', 'costume', 'great']",0.35416666666666663,,0.43583333333333335,,,,,,,,0.33722222222222226,,,,,0.17708333333333331,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Twinkling Watermelon,https://mydramalist.com/739603-sparkling-watermelon,extremely wholesome. a drama that pulls you in and gives you all the feels. good ensemble cast. funny. male leads are cute. heartwarming plot. nice ending. an all rounder. love the spotlight it shines on the deaf community and accessibility. actors are all really good.,"['extremely', 'wholesome', 'drama', 'pull', 'give', 'feel', 'good', 'ensemble', 'cast', 'funny', 'male', 'lead', 'cute', 'heartwarming', 'plot', 'nice', 'ending', 'rounder', 'love', 'spotlight', 'shine', 'deaf', 'community', 'accessibility', 'actor', 'really', 'good']",0.390625,,,,0.42499999999999993,,,0.35624999999999996,,0.35624999999999996,,,0.4325,,,0.46041666666666664,,,,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Vincenzo,https://mydramalist.com/61371-vincenzo,"SO GOOD. This drama has everything - romance, action, mystery, humor, great acting. Leads are AMAZING, actually the whole cast is. Can’t believe I dropped it on first watch bc I ended up loving it.","['good', 'drama', 'everything', 'romance', 'action', 'mystery', 'humor', 'great', 'acting', 'lead', 'amazing', 'actually', 'whole', 'cast', 'cant', 'believe', 'dropped', 'first', 'watch', 'bc', 'ended', 'loving']",0.36111111111111116,,,,,,,0.38392857142857145,,,,,,,,,0.5093749999999999,0.43166666666666664,,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Weightlifting Fairy Kim Bok Joo,https://mydramalist.com/19262-weightlifting-fairy-kim-bok-joo,"SO CUTE! chemistry among the leads is so good. Great soundtrack, good cast, perfect friends to dating romance. So funny too. Didn’t love the fatshaming tho","['cute', 'chemistry', 'among', 'lead', 'good', 'great', 'soundtrack', 'good', 'cast', 'perfect', 'friend', 'dating', 'romance', 'funny', 'didnt', 'love', 'fatshaming', 'tho']",0.6535714285714286,,,,,,,0.6447916666666667,,,,,,,,,0.5700000000000001,,,1,0,0,1,0,0,0,0,0,0,1,0,0,0
What Comes after Love,https://mydramalist.com/755807-things-that-come-after-love,"This is first and foremost a breakup story, rather than a romance, though it does have a happy ending even though its open-ended. It starts off very fun and cute and then very quickly veers into
melodrama territory, but the pacing is to be expected since its such a short miniseries. As annoying as the main couple’s miscommunication is at times, I do think their struggles were kind of realistic and relatable. I also liked that this story shows an international and cross-cultural couple; I think this is the first kdrama I’ve watched that features this as the main couple. I didn’t love it overall, but it was cool to see the juxtaposition of Japanese and Korean culture and language, and I was very impressed by the main actress’s Japanese. I also loved the scene where they have an argument and she defaults to yelling in Korean, even though he doesn’t understand. That was very powerful to watch and her acting was A+.","['first', 'foremost', 'breakup', 'story', 'rather', 'romance', 'though', 'happy', 'ending', 'even', 'though', 'openended', 'start', 'fun', 'cute', 'quickly', 'veers', 'melodrama', 'territory', 'pacing', 'expected', 'since', 'short', 'miniseries', 'annoying', 'main', 'couple', 'miscommunication', 'time', 'think', 'struggle', 'kind', 'realistic', 'relatable', 'also', 'liked', 'story', 'show', 'international', 'crosscultural', 'couple', 'think', 'first', 'kdrama', 'ive', 'watched', 'feature', 'main', 'couple', 'didnt', 'love', 'overall', 'cool', 'see', 'juxtaposition', 'japanese', 'korean', 'culture', 'language', 'impressed', 'main', 'actress', 'japanese', 'also', 'loved', 'scene', 'argument', 'default', 'yelling', 'korean', 'even', 'though', 'doesnt', 'understand', 'powerful', 'watch', 'acting']",0.23074074074074072,,,,,,,,,,0.2137215909090909,,,0.24,,0.3661,0.24,0.1198076923076923,,1,0,0,0,1,0,0,0,1,0,0,0,0,0
When the Camellia Blooms,https://mydramalist.com/30911-when-camellia-blooms,ML is cute but FL is boring.  Mystery is kind of interesting but the rest is boring. Pretty subpar overall but was compelling enough to keep watching tho I did watch it early on in my kdrama journey,"['ml', 'cute', 'fl', 'boring', 'mystery', 'kind', 'interesting', 'rest', 'boring', 'pretty', 'subpar', 'overall', 'compelling', 'enough', 'keep', 'watching', 'tho', 'watch', 'early', 'kdrama', 'journey']",0.024999999999999998,,0.2361111111111111,,,0.012499999999999999,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0
When the Phone Rings,https://mydramalist.com/766179-the-number-you-have-dialed,"might be the only drama where ive rewatched episodes while waiting for the new episodes to drop. strong urge to rewatch episode as soon as i finish it. the scenes with the main couple are just so captivating. its definitely an over the top soapy type of drama but i loved it. the hype is real. also had some of the best kdrama kiss scenes (including one of the best kdrama kisses of the decade in episode 7 — dripping with passion fr fr). the last few episodes had a bit too much back and forth of the main leads ending up in the hospital and overall I liked the first half of the series better. there are definitely some plot holes and the final episode is pretty bad. the part in the finale with the fictional war torn country Argan was also ABSURD and totall unnecessary. despite these flaws, the compelling plot and off the charts chemistry make this a very fun drama. It’s tropey but its really well done for this type of drama.","['might', 'drama', 'ive', 'rewatched', 'episode', 'waiting', 'new', 'episode', 'drop', 'strong', 'urge', 'rewatch', 'episode', 'soon', 'finish', 'scene', 'main', 'couple', 'captivating', 'definitely', 'top', 'soapy', 'type', 'drama', 'loved', 'hype', 'real', 'also', 'best', 'kdrama', 'kiss', 'scene', 'including', 'one', 'best', 'kdrama', 'kiss', 'decade', 'episode', '7', 'dripping', 'passion', 'fr', 'fr', 'last', 'episode', 'bit', 'much', 'back', 'forth', 'main', 'lead', 'ending', 'hospital', 'overall', 'liked', 'first', 'half', 'series', 'better', 'definitely', 'plot', 'hole', 'final', 'episode', 'pretty', 'bad', 'part', 'finale', 'fictional', 'war', 'torn', 'country', 'argan', 'also', 'absurd', 'totall', 'unnecessary', 'despite', 'flaw', 'compelling', 'plot', 'chart', 'chemistry', 'make', 'fun', 'drama', 'tropey', 'really', 'well', 'done', 'type', 'drama']",0.1775454545454545,,0.23048821548821546,,,,,,0.18255266955266955,,0.18031468531468528,,0.11221500721500723,,,0.17754545454545456,,,0.22406818181818183,1,1,0,0,1,0,0,0,1,0,0,0,1,1
When the Weather Is Fine,https://mydramalist.com/39601-i-ll-go-to-you-when-the-weather-is-nice,Slow and sweet romance. Interesting family dynamics. Book club is cute. Warm and cozy feel to this drama but it wasn’t like an absolute standout,"['slow', 'sweet', 'romance', 'interesting', 'family', 'dynamic', 'book', 'club', 'cute', 'warm', 'cozy', 'feel', 'drama', 'wasnt', 'like', 'absolute', 'standout']",0.2357142857142857,,,,,,,,,,,,,,,,0.1725,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Where Stars Land,https://mydramalist.com/28621-incheon-airport-people,I liked the airport slice of life aspect but didn’t love the backstory of the ML. Very melodramatic at times. Really liked the second couple. Also Rowoon is in it so duh.,"['liked', 'airport', 'slice', 'life', 'aspect', 'didnt', 'love', 'backstory', 'ml', 'melodramatic', 'time', 'really', 'liked', 'second', 'couple', 'also', 'rowoon', 'duh']",0.26666666666666666,,,,,0.3375,,,,,0.04000000000000001,,,0.24583333333333335,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Where Your Eyes Linger,https://mydramalist.com/59839-before-your-eyes-stop,Very low budget short miniseries. One of the MLs is super attractive. Cute at times but just okay.,"['low', 'budget', 'short', 'miniseries', 'one', 'ml', 'super', 'attractive', 'cute', 'time', 'okay']",0.35555555555555557,,,,,0.26666666666666666,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You're Beautiful,https://mydramalist.com/2986-youre-beautiful,Watched this so long ago so don’t remember it perfectly. Generally a pretty tropey drama but cute. Wonder if it ages well tho,"['watched', 'long', 'ago', 'dont', 'remember', 'perfectly', 'generally', 'pretty', 'tropey', 'drama', 'cute', 'wonder', 'age', 'well', 'tho']",0.2333333333333333,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Youth of May,https://mydramalist.com/74275-youth-of-may,"I cried so much, two amazing leads with great chemistry, such a sad love story","['cried', 'much', 'two', 'amazing', 'lead', 'great', 'chemistry', 'sad', 'love', 'story']",0.26666666666666666,,,,,,,,,,,,,0.13333333333333333,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Yumi's Cells,https://mydramalist.com/60627-yumi-s-cell,Started off really promising and I liked the first few eps but Yumi has like zero personality. Characters were too immature. The animation was cute for a while but got old,"['started', 'really', 'promising', 'liked', 'first', 'eps', 'yumi', 'like', 'zero', 'personality', 'character', 'immature', 'animation', 'cute', 'got', 'old']",0.2416666666666667,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
